2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('swe7_bin', 'swe7', 82L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ascii_general_ci', 'ascii', 11L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ascii_bin', 'ascii', 65L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ujis_japanese_ci', 'ujis', 12L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('ujis_bin', 'ujis', 91L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('sjis_japanese_ci', 'sjis', 13L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('sjis_bin', 'sjis', 88L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('hebrew_general_ci', 'hebrew', 16L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('hebrew_bin', 'hebrew', 71L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('tis620_thai_ci', 'tis620', 18L, 'Yes', 'Yes', 4L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('tis620_bin', 'tis620', 89L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('euckr_korean_ci', 'euckr', 19L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('euckr_bin', 'euckr', 85L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('koi8u_general_ci', 'koi8u', 22L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('koi8u_bin', 'koi8u', 75L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('gb2312_chinese_ci', 'gb2312', 24L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('gb2312_bin', 'gb2312', 86L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('greek_general_ci', 'greek', 25L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('greek_bin', 'greek', 70L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1250_general_ci', 'cp1250', 26L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1250_czech_cs', 'cp1250', 34L, '', 'Yes', 2L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1250_croatian_ci', 'cp1250', 44L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1250_bin', 'cp1250', 66L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('cp1250_polish_ci', 'cp1250', 99L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('gbk_chinese_ci', 'gbk', 28L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('gbk_bin', 'gbk', 87L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin5_turkish_ci', 'latin5', 30L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('latin5_bin', 'latin5', 78L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('armscii8_general_ci', 'armscii8', 32L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('armscii8_bin', 'armscii8', 64L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_general_ci', 'utf8', 33L, 'Yes', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_bin', 'utf8', 83L, '', 'Yes', 1L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_unicode_ci', 'utf8', 192L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_icelandic_ci', 'utf8', 193L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_latvian_ci', 'utf8', 194L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_romanian_ci', 'utf8', 195L, '', 'Yes', 8L)
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Row ('utf8_slovenian_ci', 'utf8', 196L, '', 'Yes', 8L)
